Unnamed: 0,date,sender,transaction_amount,balance,transaction_type,adjusted_balance
18084,30-12-2019,David,145.78,0,deposit,145.78
18083,30-12-2019,David,26.4,0,withdrawal,-26.4
18091,31-12-2019,Charlie,47.31,0,deposit,47.31
18087,31-12-2019,Bob,548.07,0,deposit,548.07
18088,31-12-2019,Bob,243.95,0,deposit,243.95
18089,31-12-2019,David,17.73,0,withdrawal,-17.73
18090,31-12-2019,David,16.56,0,deposit,16.56
18092,31-12-2019,Bob,54.81,0,withdrawal,-54.81
18094,31-12-2019,David,153.77,0,deposit,153.77
18095,31-12-2019,Eve,31.52,0,deposit,31.52
18093,31-12-2019,Eve,135.51,0,deposit,135.51
18097,01-01-2020,Alice,9.82,0,withdrawal,-9.82
18102,01-01-2020,Bob,726.36,0,deposit,726.36
18101,01-01-2020,David,65.12,0,withdrawal,-65.12
18104,01-01-2020,Bob,348.33,0,withdrawal,-348.33
18100,01-01-2020,Alice,200.74,0,withdrawal,-200.74
18103,01-01-2020,David,76.91,0,deposit,76.91
18098,01-01-2020,Bob,482.35,0,deposit,482.35
18099,01-01-2020,Alice,87.06,0,deposit,87.06
,01-01-2020,dep,50000,-50000,withdrawal,-50000
,01-01-2020,job,10000,-40000,deposit,-40000
18096,01-01-2020,Bob,75.74,0,deposit,75.74
18105,02-01-2020,Alice,12.77,0,deposit,12.77
18106,02-01-2020,Alice,129.18,0,withdrawal,-129.18
18107,02-01-2020,Charlie,427,0,deposit,427
18108,02-01-2020,David,570.76,0,withdrawal,-570.76
18109,02-01-2020,David,298.97,0,withdrawal,-298.97
18112,03-01-2020,Alice,74.36,0,withdrawal,-74.36
18110,03-01-2020,Alice,48.59,0,withdrawal,-48.59
18111,03-01-2020,David,103.64,0,withdrawal,-103.64
18113,03-01-2020,Bob,154.63,0,deposit,154.63
18114,03-01-2020,Charlie,131.73,0,withdrawal,-131.73
18115,03-01-2020,David,125.81,0,deposit,125.81
18116,04-01-2020,Alice,37.47,0,deposit,37.47
18121,04-01-2020,David,174.42,0,withdrawal,-174.42
18120,04-01-2020,Alice,95.46,0,deposit,95.46
18117,04-01-2020,Alice,416.2,0,deposit,416.2
18122,04-01-2020,David,286.6,0,withdrawal,-286.6
18118,04-01-2020,Bob,54.76,0,deposit,54.76
18123,04-01-2020,Alice,187.26,0,deposit,187.26
18119,04-01-2020,Bob,23.06,0,withdrawal,-23.06
18124,04-01-2020,Charlie,76.02,0,deposit,76.02
18125,04-01-2020,Eve,80.06,0,withdrawal,-80.06
18126,05-01-2020,Charlie,6.94,0,deposit,6.94
18127,05-01-2020,Alice,108.15,0,withdrawal,-108.15
18128,05-01-2020,Alice,639.43,0,withdrawal,-639.43
18129,05-01-2020,Charlie,154.44,0,withdrawal,-154.44
18133,06-01-2020,Alice,217.98,0,deposit,217.98
18134,06-01-2020,Alice,19.48,0,deposit,19.48
18135,06-01-2020,Bob,45.72,0,withdrawal,-45.72
18130,06-01-2020,David,103.99,0,deposit,103.99
18137,06-01-2020,David,528.09,0,deposit,528.09
18140,06-01-2020,Eve,101.41,0,deposit,101.41
18138,06-01-2020,David,71.29,0,withdrawal,-71.29
18132,06-01-2020,Bob,97.03,0,withdrawal,-97.03
18139,06-01-2020,David,26.75,0,deposit,26.75
18131,06-01-2020,Bob,351.28,0,withdrawal,-351.28
18141,06-01-2020,Charlie,134.75,0,deposit,134.75
18136,06-01-2020,Bob,271.08,0,deposit,271.08
18145,07-01-2020,David,270.22,0,withdrawal,-270.22
18148,07-01-2020,Charlie,323.1,0,deposit,323.1
18142,07-01-2020,David,170.55,0,withdrawal,-170.55
18144,07-01-2020,David,674.58,0,withdrawal,-674.58
18143,07-01-2020,Alice,333.83,0,withdrawal,-333.83
18147,07-01-2020,David,384.53,0,withdrawal,-384.53
18146,07-01-2020,Charlie,194.53,0,withdrawal,-194.53
18149,07-01-2020,Bob,147.55,0,withdrawal,-147.55
18150,07-01-2020,Eve,100.95,0,deposit,100.95
18157,08-01-2020,Eve,59.78,0,deposit,59.78
18155,08-01-2020,Charlie,17.09,0,withdrawal,-17.09
18154,08-01-2020,David,33.55,0,deposit,33.55
18156,08-01-2020,Charlie,334.35,0,deposit,334.35
18152,08-01-2020,Alice,565.02,0,withdrawal,-565.02
18151,08-01-2020,Alice,312.33,0,withdrawal,-312.33
18153,08-01-2020,Charlie,248.59,0,deposit,248.59
18164,09-01-2020,Charlie,416.31,0,withdrawal,-416.31
18163,09-01-2020,Alice,483.93,0,withdrawal,-483.93
18162,09-01-2020,Eve,43.67,0,withdrawal,-43.67
18161,09-01-2020,Alice,327.17,0,deposit,327.17
18159,09-01-2020,Bob,52.98,0,deposit,52.98
18160,09-01-2020,Bob,426.17,0,deposit,426.17
18158,09-01-2020,Alice,421.62,0,withdrawal,-421.62
18168,10-01-2020,Bob,43.29,0,withdrawal,-43.29
18167,10-01-2020,Charlie,534.85,0,withdrawal,-534.85
18169,10-01-2020,Alice,48.03,0,deposit,48.03
18165,10-01-2020,David,177.13,0,deposit,177.13
18166,10-01-2020,Bob,17.55,0,withdrawal,-17.55
18177,11-01-2020,Bob,73.33,0,withdrawal,-73.33
18175,11-01-2020,Alice,174.96,0,withdrawal,-174.96
18174,11-01-2020,David,466.59,0,withdrawal,-466.59
18176,11-01-2020,David,243.5,0,deposit,243.5
18172,11-01-2020,Charlie,8.52,0,withdrawal,-8.52
18171,11-01-2020,Charlie,1059.64,0,deposit,1059.64
18170,11-01-2020,David,35.33,0,deposit,35.33
18173,11-01-2020,Alice,75.01,0,deposit,75.01
18181,12-01-2020,Bob,581.61,0,deposit,581.61
18178,12-01-2020,Alice,10.83,0,deposit,10.83
18179,12-01-2020,Charlie,44.28,0,deposit,44.28
18180,12-01-2020,David,426.2,0,deposit,426.2
18184,12-01-2020,Bob,831.85,0,deposit,831.85
18183,12-01-2020,David,165.52,0,deposit,165.52
18185,12-01-2020,David,361.36,0,deposit,361.36
18182,12-01-2020,David,32.24,0,deposit,32.24
18196,13-01-2020,Alice,1.94,0,withdrawal,-1.94
18192,13-01-2020,Charlie,320.87,0,deposit,320.87
18195,13-01-2020,Eve,92.82,0,deposit,92.82
18194,13-01-2020,David,87.65,0,deposit,87.65
18193,13-01-2020,Charlie,104.15,0,withdrawal,-104.15
18191,13-01-2020,Alice,224.67,0,withdrawal,-224.67
18189,13-01-2020,Eve,101.88,0,withdrawal,-101.88
18188,13-01-2020,Eve,132.74,0,deposit,132.74
18187,13-01-2020,Bob,197.76,0,withdrawal,-197.76
18186,13-01-2020,Eve,842.01,0,deposit,842.01
18190,13-01-2020,Bob,67.26,0,deposit,67.26
18200,14-01-2020,Alice,323.22,0,withdrawal,-323.22
18199,14-01-2020,David,13.4,0,withdrawal,-13.4
18201,14-01-2020,Bob,38.84,0,deposit,38.84
18204,14-01-2020,Eve,9.37,0,deposit,9.37
18198,14-01-2020,Alice,45.38,0,deposit,45.38
18202,14-01-2020,Charlie,262.98,0,withdrawal,-262.98
18197,14-01-2020,Charlie,253.54,0,withdrawal,-253.54
18203,14-01-2020,David,410.07,0,deposit,410.07
18211,15-01-2020,Alice,70.01,0,withdrawal,-70.01
18209,15-01-2020,Charlie,195.57,0,withdrawal,-195.57
18206,15-01-2020,Alice,20.74,0,deposit,20.74
18207,15-01-2020,Bob,9.34,0,deposit,9.34
18205,15-01-2020,David,63.74,0,withdrawal,-63.74
18208,15-01-2020,Bob,207.82,0,deposit,207.82
18210,15-01-2020,Eve,245.31,0,withdrawal,-245.31
18217,16-01-2020,Charlie,254.84,0,withdrawal,-254.84
18218,16-01-2020,Charlie,135.68,0,withdrawal,-135.68
18216,16-01-2020,Alice,504.43,0,withdrawal,-504.43
18214,16-01-2020,Charlie,230.45,0,deposit,230.45
18212,16-01-2020,Alice,104.24,0,deposit,104.24
18215,16-01-2020,Bob,5.29,0,withdrawal,-5.29
18213,16-01-2020,David,500.44,0,deposit,500.44
18225,17-01-2020,David,139.74,0,deposit,139.74
18224,17-01-2020,Alice,124.36,0,deposit,124.36
18223,17-01-2020,Eve,159.71,0,deposit,159.71
18220,17-01-2020,Bob,179.85,0,withdrawal,-179.85
18221,17-01-2020,Charlie,298,0,deposit,298
18219,17-01-2020,Bob,57.23,0,deposit,57.23
18222,17-01-2020,Eve,541.16,0,withdrawal,-541.16
18227,18-01-2020,Alice,214.01,0,withdrawal,-214.01
18228,18-01-2020,Eve,81.81,0,deposit,81.81
18233,18-01-2020,Charlie,1358.72,0,deposit,1358.72
18230,18-01-2020,Alice,638.73,0,deposit,638.73
18232,18-01-2020,Eve,65.92,0,deposit,65.92
18234,18-01-2020,David,134.57,0,deposit,134.57
18231,18-01-2020,Charlie,229.85,0,withdrawal,-229.85
18229,18-01-2020,Charlie,25.98,0,withdrawal,-25.98
18226,18-01-2020,Alice,267.66,0,withdrawal,-267.66
18245,19-01-2020,Bob,252.05,0,withdrawal,-252.05
18242,19-01-2020,Alice,605.5,0,deposit,605.5
18240,19-01-2020,Charlie,100.41,0,deposit,100.41
18236,19-01-2020,Alice,393.21,0,withdrawal,-393.21
18237,19-01-2020,David,684.66,0,withdrawal,-684.66
18244,19-01-2020,Charlie,60.42,0,deposit,60.42
18239,19-01-2020,Alice,126.54,0,withdrawal,-126.54
18235,19-01-2020,Bob,53.11,0,withdrawal,-53.11
18241,19-01-2020,Charlie,174.49,0,deposit,174.49
18238,19-01-2020,Eve,1076.89,0,withdrawal,-1076.89
18243,19-01-2020,Bob,12.14,0,deposit,12.14
18250,20-01-2020,Charlie,495.7,0,withdrawal,-495.7
18249,20-01-2020,Eve,171.15,0,withdrawal,-171.15
18251,20-01-2020,Bob,91.71,0,withdrawal,-91.71
18247,20-01-2020,David,84.06,0,deposit,84.06
18246,20-01-2020,Alice,542.79,0,deposit,542.79
18248,20-01-2020,David,638.18,0,withdrawal,-638.18
18258,21-01-2020,David,174.69,0,deposit,174.69
18256,21-01-2020,Bob,407.55,0,deposit,407.55
18257,21-01-2020,Alice,187.62,0,deposit,187.62
18253,21-01-2020,David,186.83,0,deposit,186.83
18252,21-01-2020,Eve,116.14,0,withdrawal,-116.14
18255,21-01-2020,Eve,242.47,0,deposit,242.47
18254,21-01-2020,Alice,327.23,0,withdrawal,-327.23
18269,22-01-2020,Charlie,11.9,0,withdrawal,-11.9
18268,22-01-2020,Alice,94.25,0,withdrawal,-94.25
18267,22-01-2020,Eve,15.22,0,withdrawal,-15.22
18266,22-01-2020,David,11.43,0,withdrawal,-11.43
18265,22-01-2020,Bob,32.92,0,deposit,32.92
18264,22-01-2020,Bob,153.21,0,deposit,153.21
18262,22-01-2020,Charlie,5.33,0,deposit,5.33
18261,22-01-2020,Eve,4.43,0,deposit,4.43
18260,22-01-2020,David,148.05,0,withdrawal,-148.05
18259,22-01-2020,David,159.31,0,deposit,159.31
18263,22-01-2020,Alice,103.36,0,deposit,103.36
18276,23-01-2020,Alice,47.74,0,withdrawal,-47.74
18277,23-01-2020,Charlie,124.78,0,withdrawal,-124.78
18270,23-01-2020,Eve,7.6,0,deposit,7.6
18271,23-01-2020,Alice,221.73,0,deposit,221.73
18272,23-01-2020,Bob,26.9,0,deposit,26.9
18273,23-01-2020,Charlie,136.45,0,deposit,136.45
18274,23-01-2020,Eve,34.59,0,deposit,34.59
18275,23-01-2020,Alice,7.97,0,deposit,7.97
18281,24-01-2020,Eve,272.44,0,deposit,272.44
18280,24-01-2020,David,62.88,0,deposit,62.88
18282,24-01-2020,Bob,61.73,0,withdrawal,-61.73
18278,24-01-2020,Eve,397.11,0,deposit,397.11
18279,24-01-2020,Bob,231.08,0,withdrawal,-231.08
18284,25-01-2020,David,105.34,0,withdrawal,-105.34
18285,25-01-2020,Eve,5.57,0,deposit,5.57
18283,25-01-2020,Bob,147.72,0,withdrawal,-147.72
18286,25-01-2020,Alice,99.47,0,deposit,99.47
18288,25-01-2020,Alice,194.52,0,deposit,194.52
18287,25-01-2020,Eve,94.71,0,withdrawal,-94.71
18296,26-01-2020,Eve,119.16,0,deposit,119.16
18295,26-01-2020,Eve,402.63,0,deposit,402.63
18294,26-01-2020,David,222.87,0,withdrawal,-222.87
18293,26-01-2020,David,87.82,0,withdrawal,-87.82
18291,26-01-2020,Eve,203.78,0,deposit,203.78
18290,26-01-2020,Alice,98.81,0,withdrawal,-98.81
18289,26-01-2020,David,183.34,0,deposit,183.34
18292,26-01-2020,Alice,436.35,0,withdrawal,-436.35
18301,27-01-2020,Bob,131.66,0,withdrawal,-131.66
18297,27-01-2020,Bob,612.44,0,withdrawal,-612.44
18299,27-01-2020,David,676.65,0,deposit,676.65
18298,27-01-2020,Bob,49.82,0,withdrawal,-49.82
18302,27-01-2020,Eve,335.03,0,withdrawal,-335.03
18304,27-01-2020,Charlie,206.75,0,withdrawal,-206.75
18305,27-01-2020,Eve,148.64,0,deposit,148.64
18303,27-01-2020,David,401.06,0,deposit,401.06
18300,27-01-2020,Alice,635.71,0,deposit,635.71
18311,28-01-2020,Charlie,208.75,0,deposit,208.75
18306,28-01-2020,Bob,21.82,0,withdrawal,-21.82
18309,28-01-2020,Alice,73.34,0,deposit,73.34
18308,28-01-2020,Alice,260.07,0,deposit,260.07
18307,28-01-2020,David,193.04,0,withdrawal,-193.04
18310,28-01-2020,Alice,154.3,0,withdrawal,-154.3
18316,29-01-2020,Charlie,155.89,0,deposit,155.89
18315,29-01-2020,Bob,124.49,0,withdrawal,-124.49
18312,29-01-2020,Bob,95.18,0,withdrawal,-95.18
18313,29-01-2020,David,45.94,0,deposit,45.94
18314,29-01-2020,David,1026.59,0,deposit,1026.59
18317,29-01-2020,Alice,15.63,0,withdrawal,-15.63
18318,30-01-2020,Eve,130.79,0,deposit,130.79
18319,30-01-2020,Bob,76.39,0,deposit,76.39
18320,30-01-2020,David,99.36,0,deposit,99.36
18322,30-01-2020,Charlie,65.27,0,deposit,65.27
18321,30-01-2020,Alice,165.5,0,withdrawal,-165.5
18325,30-01-2020,Alice,17.58,0,withdrawal,-17.58
18324,30-01-2020,Eve,113.03,0,withdrawal,-113.03
18323,30-01-2020,David,219.61,0,withdrawal,-219.61
18327,30-01-2020,Charlie,129.78,0,deposit,129.78
18326,30-01-2020,Eve,435.93,0,withdrawal,-435.93
18332,31-01-2020,David,156.46,0,withdrawal,-156.46
18331,31-01-2020,Eve,512.61,0,deposit,512.61
18329,31-01-2020,Alice,413.6,0,withdrawal,-413.6
18328,31-01-2020,Charlie,124.06,0,deposit,124.06
18330,31-01-2020,David,95.81,0,deposit,95.81
18333,01-02-2020,Charlie,200.55,0,deposit,200.55
18334,01-02-2020,Bob,56.75,0,withdrawal,-56.75
18335,01-02-2020,Bob,54.39,0,withdrawal,-54.39
18336,01-02-2020,David,156.46,0,deposit,156.46
18337,01-02-2020,Eve,189.96,0,deposit,189.96
18338,01-02-2020,Eve,213.29,0,deposit,213.29
,01-02-2020,job,10000,10000,deposit,10000
18342,02-02-2020,Bob,117.08,0,withdrawal,-117.08
18340,02-02-2020,David,312.79,0,deposit,312.79
18339,02-02-2020,David,18.69,0,withdrawal,-18.69
18345,02-02-2020,Alice,292.76,0,withdrawal,-292.76
18343,02-02-2020,David,54.93,0,withdrawal,-54.93
18344,02-02-2020,Charlie,511.7,0,deposit,511.7
18341,02-02-2020,Alice,120.87,0,withdrawal,-120.87
18346,02-02-2020,Eve,193.23,0,withdrawal,-193.23
18357,03-02-2020,Eve,16.49,0,withdrawal,-16.49
18355,03-02-2020,Bob,105.55,0,deposit,105.55
18353,03-02-2020,Eve,344.49,0,deposit,344.49
18356,03-02-2020,Alice,186.39,0,withdrawal,-186.39
18351,03-02-2020,Bob,72.47,0,deposit,72.47
18350,03-02-2020,David,68.13,0,deposit,68.13
18349,03-02-2020,Charlie,205.04,0,deposit,205.04
18348,03-02-2020,Charlie,98.32,0,deposit,98.32
18347,03-02-2020,Charlie,90.72,0,withdrawal,-90.72
18352,03-02-2020,Alice,18.9,0,deposit,18.9
18358,03-02-2020,Alice,156.02,0,withdrawal,-156.02
18354,03-02-2020,Bob,212.3,0,withdrawal,-212.3
18363,04-02-2020,Eve,61.86,0,withdrawal,-61.86
18362,04-02-2020,Charlie,90.16,0,withdrawal,-90.16
18364,04-02-2020,Charlie,264.95,0,deposit,264.95
18359,04-02-2020,David,814.46,0,deposit,814.46
18360,04-02-2020,Bob,103.07,0,withdrawal,-103.07
18361,04-02-2020,Eve,68.64,0,withdrawal,-68.64
18373,05-02-2020,Charlie,265.34,0,withdrawal,-265.34
18372,05-02-2020,Eve,15.3,0,deposit,15.3
18374,05-02-2020,Eve,301.24,0,deposit,301.24
18371,05-02-2020,Bob,200.32,0,withdrawal,-200.32
18370,05-02-2020,David,242.73,0,deposit,242.73
18368,05-02-2020,Charlie,142.01,0,withdrawal,-142.01
18367,05-02-2020,Alice,1.68,0,withdrawal,-1.68
18366,05-02-2020,David,60.88,0,deposit,60.88
18365,05-02-2020,Bob,25.7,0,deposit,25.7
18369,05-02-2020,Alice,287.67,0,deposit,287.67
18379,06-02-2020,David,94.53,0,withdrawal,-94.53
18378,06-02-2020,Charlie,170.76,0,withdrawal,-170.76
18377,06-02-2020,Eve,187.28,0,withdrawal,-187.28
18375,06-02-2020,Charlie,0.3,0,deposit,0.3
18376,06-02-2020,David,550.42,0,deposit,550.42
18381,07-02-2020,Charlie,224.04,0,withdrawal,-224.04
18385,07-02-2020,Bob,75.76,0,withdrawal,-75.76
18380,07-02-2020,Charlie,90.13,0,withdrawal,-90.13
18382,07-02-2020,David,59.61,0,deposit,59.61
18384,07-02-2020,David,544.4,0,deposit,544.4
18386,07-02-2020,David,49.74,0,withdrawal,-49.74
18389,07-02-2020,Charlie,320.42,0,deposit,320.42
18388,07-02-2020,Eve,267.94,0,withdrawal,-267.94
18390,07-02-2020,Alice,245.1,0,deposit,245.1
18383,07-02-2020,David,141.72,0,deposit,141.72
18387,07-02-2020,David,246.03,0,deposit,246.03
18391,08-02-2020,Bob,277.95,0,deposit,277.95
18393,09-02-2020,Bob,134.82,0,deposit,134.82
18395,09-02-2020,David,15.22,0,withdrawal,-15.22
18392,09-02-2020,David,155.28,0,deposit,155.28
18394,09-02-2020,Charlie,601.9,0,withdrawal,-601.9
18399,10-02-2020,Bob,165.45,0,withdrawal,-165.45
18396,10-02-2020,Eve,262.47,0,deposit,262.47
18397,10-02-2020,Alice,449.36,0,withdrawal,-449.36
18398,10-02-2020,Alice,187.98,0,withdrawal,-187.98
18401,10-02-2020,David,79.43,0,deposit,79.43
18402,10-02-2020,David,290.62,0,deposit,290.62
18406,10-02-2020,Charlie,292.04,0,withdrawal,-292.04
18403,10-02-2020,Eve,129.74,0,withdrawal,-129.74
18404,10-02-2020,Alice,74.28,0,deposit,74.28
18405,10-02-2020,Alice,43.2,0,deposit,43.2
18400,10-02-2020,Eve,29.26,0,withdrawal,-29.26
18407,11-02-2020,Eve,196.69,0,deposit,196.69
18408,11-02-2020,Eve,138.35,0,withdrawal,-138.35
18409,11-02-2020,Bob,273.1,0,deposit,273.1
18415,12-02-2020,Charlie,501.64,0,deposit,501.64
18410,12-02-2020,Bob,6.4,0,deposit,6.4
18411,12-02-2020,Charlie,268.87,0,deposit,268.87
18412,12-02-2020,Eve,221.55,0,withdrawal,-221.55
18413,12-02-2020,Alice,154.66,0,withdrawal,-154.66
18416,12-02-2020,Eve,37,0,deposit,37
18419,12-02-2020,Alice,0.56,0,deposit,0.56
18417,12-02-2020,Bob,5.13,0,withdrawal,-5.13
18418,12-02-2020,Charlie,23.43,0,deposit,23.43
18420,12-02-2020,Bob,251.28,0,withdrawal,-251.28
18421,12-02-2020,Alice,15.01,0,withdrawal,-15.01
18414,12-02-2020,Charlie,43.08,0,deposit,43.08
18427,13-02-2020,Eve,225.18,0,deposit,225.18
18426,13-02-2020,David,126.49,0,withdrawal,-126.49
18424,13-02-2020,Eve,92.06,0,deposit,92.06
18425,13-02-2020,David,75.7,0,withdrawal,-75.7
18423,13-02-2020,Alice,324.71,0,deposit,324.71
18422,13-02-2020,David,9.64,0,deposit,9.64
18435,14-02-2020,Bob,25.7,0,withdrawal,-25.7
18438,14-02-2020,Charlie,16.08,0,deposit,16.08
18437,14-02-2020,Charlie,155.16,0,deposit,155.16
18436,14-02-2020,Bob,326.43,0,deposit,326.43
18434,14-02-2020,Eve,372.69,0,withdrawal,-372.69
18430,14-02-2020,Charlie,15.37,0,withdrawal,-15.37
18432,14-02-2020,Charlie,515.58,0,deposit,515.58
18431,14-02-2020,Charlie,24.49,0,withdrawal,-24.49
18429,14-02-2020,Bob,84.14,0,withdrawal,-84.14
18428,14-02-2020,Charlie,48.75,0,deposit,48.75
18433,14-02-2020,Eve,319.32,0,deposit,319.32
18441,15-02-2020,Bob,264.06,0,withdrawal,-264.06
18439,15-02-2020,Alice,85.72,0,withdrawal,-85.72
18440,15-02-2020,David,149.37,0,withdrawal,-149.37
18442,15-02-2020,David,142.57,0,deposit,142.57
18447,16-02-2020,Alice,47.29,0,withdrawal,-47.29
18446,16-02-2020,Alice,772.14,0,deposit,772.14
18444,16-02-2020,Alice,244.11,0,deposit,244.11
18443,16-02-2020,Eve,75.43,0,deposit,75.43
18445,16-02-2020,Eve,47.23,0,deposit,47.23
18448,17-02-2020,David,37.65,0,deposit,37.65
18449,17-02-2020,Charlie,314.47,0,withdrawal,-314.47
18450,17-02-2020,Eve,51.29,0,withdrawal,-51.29
18456,18-02-2020,Bob,69.94,0,deposit,69.94
18457,18-02-2020,Eve,560.74,0,deposit,560.74
18460,18-02-2020,Charlie,277.04,0,withdrawal,-277.04
18455,18-02-2020,David,182.44,0,deposit,182.44
18451,18-02-2020,David,26.17,0,deposit,26.17
18458,18-02-2020,Alice,46.31,0,withdrawal,-46.31
18453,18-02-2020,David,14.09,0,deposit,14.09
18454,18-02-2020,Alice,368.32,0,withdrawal,-368.32
18459,18-02-2020,Eve,276.39,0,withdrawal,-276.39
18452,18-02-2020,David,193.57,0,deposit,193.57
18466,19-02-2020,Bob,545.78,0,deposit,545.78
18464,19-02-2020,David,194.97,0,withdrawal,-194.97
18461,19-02-2020,Bob,307.43,0,withdrawal,-307.43
18462,19-02-2020,David,15.42,0,withdrawal,-15.42
18463,19-02-2020,Bob,235.6,0,withdrawal,-235.6
18465,19-02-2020,Alice,121.82,0,withdrawal,-121.82
18477,20-02-2020,Eve,156.51,0,withdrawal,-156.51
18476,20-02-2020,Charlie,64.45,0,deposit,64.45
18474,20-02-2020,Eve,12.21,0,deposit,12.21
18473,20-02-2020,David,291.08,0,deposit,291.08
18470,20-02-2020,Alice,323,0,deposit,323
18469,20-02-2020,Bob,587.59,0,deposit,587.59
18468,20-02-2020,Charlie,271.34,0,withdrawal,-271.34
18467,20-02-2020,Alice,272.65,0,deposit,272.65
18471,20-02-2020,Eve,255.13,0,deposit,255.13
18472,20-02-2020,David,136.34,0,deposit,136.34
18475,20-02-2020,Bob,256.77,0,withdrawal,-256.77
18483,21-02-2020,Bob,26.72,0,deposit,26.72
18485,21-02-2020,Alice,152.04,0,deposit,152.04
18484,21-02-2020,David,87.54,0,withdrawal,-87.54
18482,21-02-2020,Charlie,48.85,0,deposit,48.85
18478,21-02-2020,Alice,69.83,0,withdrawal,-69.83
18480,21-02-2020,Eve,14.34,0,deposit,14.34
18479,21-02-2020,Bob,535.87,0,deposit,535.87
18481,21-02-2020,David,118.32,0,withdrawal,-118.32
18498,22-02-2020,Bob,185.98,0,withdrawal,-185.98
18487,22-02-2020,Eve,274.95,0,deposit,274.95
18492,22-02-2020,David,74.62,0,withdrawal,-74.62
18486,22-02-2020,Charlie,409.68,0,deposit,409.68
18488,22-02-2020,Charlie,450.24,0,deposit,450.24
18489,22-02-2020,Bob,238.58,0,deposit,238.58
18490,22-02-2020,Eve,452.46,0,withdrawal,-452.46
18491,22-02-2020,Bob,31.22,0,withdrawal,-31.22
18499,22-02-2020,Bob,388.24,0,deposit,388.24
18495,22-02-2020,David,100.64,0,deposit,100.64
18496,22-02-2020,David,85.46,0,withdrawal,-85.46
18497,22-02-2020,David,78.61,0,withdrawal,-78.61
18494,22-02-2020,Eve,47.26,0,deposit,47.26
18493,22-02-2020,Bob,333.87,0,deposit,333.87
18501,23-02-2020,Alice,85.59,0,withdrawal,-85.59
18502,23-02-2020,David,96.73,0,withdrawal,-96.73
18500,23-02-2020,David,68.77,0,withdrawal,-68.77
18505,23-02-2020,David,625.47,0,withdrawal,-625.47
18504,23-02-2020,Bob,42.17,0,deposit,42.17
18506,23-02-2020,Eve,136.49,0,deposit,136.49
18503,23-02-2020,Charlie,306.14,0,deposit,306.14
18512,24-02-2020,David,23.58,0,deposit,23.58
18511,24-02-2020,Eve,38.59,0,deposit,38.59
18510,24-02-2020,Charlie,33.71,0,withdrawal,-33.71
18508,24-02-2020,Eve,82.08,0,deposit,82.08
18507,24-02-2020,David,154.3,0,withdrawal,-154.3
18509,24-02-2020,Eve,447.88,0,withdrawal,-447.88
18517,25-02-2020,David,291.16,0,withdrawal,-291.16
18515,25-02-2020,David,66.82,0,deposit,66.82
18513,25-02-2020,David,315.55,0,deposit,315.55
18514,25-02-2020,Eve,314.34,0,withdrawal,-314.34
18516,25-02-2020,Eve,533.21,0,withdrawal,-533.21
18519,25-02-2020,Charlie,35.23,0,deposit,35.23
18520,25-02-2020,Charlie,283.6,0,deposit,283.6
18521,25-02-2020,David,24.55,0,withdrawal,-24.55
18518,25-02-2020,Bob,152.33,0,withdrawal,-152.33
18522,26-02-2020,Bob,85.65,0,deposit,85.65
18523,26-02-2020,David,159.96,0,withdrawal,-159.96
18524,26-02-2020,Bob,199.3,0,deposit,199.3
18525,26-02-2020,David,107.42,0,withdrawal,-107.42
18533,27-02-2020,Bob,240.87,0,withdrawal,-240.87
18530,27-02-2020,Alice,69.97,0,withdrawal,-69.97
18526,27-02-2020,Bob,69.92,0,withdrawal,-69.92
18527,27-02-2020,David,30.94,0,withdrawal,-30.94
18528,27-02-2020,Eve,13.63,0,deposit,13.63
18529,27-02-2020,Alice,142.13,0,deposit,142.13
18532,27-02-2020,Alice,185.97,0,withdrawal,-185.97
18536,27-02-2020,Bob,316.89,0,deposit,316.89
18534,27-02-2020,David,67.83,0,deposit,67.83
18535,27-02-2020,Charlie,45.56,0,deposit,45.56
18537,27-02-2020,David,45.11,0,deposit,45.11
18538,27-02-2020,Alice,382.29,0,withdrawal,-382.29
18539,27-02-2020,David,88.6,0,withdrawal,-88.6
18540,27-02-2020,Eve,524.5,0,withdrawal,-524.5
18531,27-02-2020,Eve,152.51,0,deposit,152.51
18547,28-02-2020,Charlie,236.63,0,withdrawal,-236.63
18548,28-02-2020,Bob,296.17,0,deposit,296.17
18551,28-02-2020,Eve,596.21,0,withdrawal,-596.21
18550,28-02-2020,Charlie,126.18,0,deposit,126.18
18549,28-02-2020,Alice,102.31,0,deposit,102.31
18546,28-02-2020,Bob,218.1,0,withdrawal,-218.1
18545,28-02-2020,David,186.13,0,deposit,186.13
18544,28-02-2020,Eve,99.05,0,withdrawal,-99.05
18543,28-02-2020,Bob,462.88,0,deposit,462.88
18542,28-02-2020,Eve,642.13,0,withdrawal,-642.13
18541,28-02-2020,Charlie,27.84,0,withdrawal,-27.84
18552,29-02-2020,Eve,113.37,0,withdrawal,-113.37
18553,29-02-2020,Bob,0.21,0,withdrawal,-0.21
18554,29-02-2020,Bob,138.36,0,deposit,138.36
18555,29-02-2020,Alice,51.54,0,deposit,51.54
18556,29-02-2020,Alice,41.67,0,deposit,41.67
18561,01-03-2020,Alice,117.65,0,withdrawal,-117.65
18557,01-03-2020,Alice,264.27,0,deposit,264.27
18558,01-03-2020,Bob,137.29,0,deposit,137.29
18559,01-03-2020,David,50.09,0,withdrawal,-50.09
18560,01-03-2020,David,59.2,0,withdrawal,-59.2
